code,title,crn,meets,professor,start_date
ARCH 12211,Introduction to a Global History of Architecture - Discussion Section,27830,F 9:25-10:15a,M. Hara,2024-01-16
ARCH 12211,Introduction to a Global History of Architecture - Discussion Section,27831,F 9:25-10:15a,M. Hara,2024-01-16
ARCH 12211,Introduction to a Global History of Architecture - Discussion Section,27832,F 9:25-10:15a,M. Hara,2024-01-16
ARCH 12211,Introduction to a Global History of Architecture - Discussion Section,27833,F 9:25-10:15a,M. Hara,2024-01-16
ARCH 20221,Architectural History II,21066,TTh 11a-12:15p,M. Hara,2024-01-16
ARCH 20511,Principles of Structural Engineering,20341,MWF 11:30a-12:20p,L. Fargier Gabaldon,2024-01-16
ARCH 21121,Design II,20441,MWF 1:15-5p,M. Mesko,2024-01-16
ARCH 21121,Design II,23555,MWF 1:15-5p,A. Pierattini,2024-01-16
ARCH 21121,Design II,26808,MWF 1:15-5p,S. Bega,2024-01-16
ARCH 21121,Design II,31409,MWF 1:15-5p,J. Arnold,2024-01-16
ARCH 40421,Building Technology II,21441,TTh 2-3:15p,M. DeMaagd Rodriguez,2024-01-16
ARCH 40521,Applied Structural Systems,20600,MWF 11:30a-12:20p,B. Smith,2024-01-16
ARCH 41121,Design VI,20060,MW 1:15-5p; F 8-11:15a; F 1:15-1:45p,K. Krusche,2024-01-16
ARCH 41121,Design VI,20163,MWF 1:15-5p,A. Duany,2024-01-16
ARCH 41121,Design VI,20754,MWF 1:15-5p,L. Steil,2024-01-16
ARCH 41121,Design VI,26803,MWF 1:15-5p,J. Perez Hernandez,2024-01-16
ARCH 41711,Charrette Lab,28858,TTh 11a-12:15p,M. Cusato,2024-01-16
ARCH 41821,Advanced Furniture,20557,TTh 9a-12p,R. Brandt,2024-01-16
ARCH 43311,"Catholicism and The City: Good Urbanism as Human Flourishing, Env. Stewardship, and Sacramentality",26503,TTh 12:30-1:45p,P. Bess,2024-01-16
ARCH 43311,"Catholicism and The City: Good Urbanism as Human Flourishing, Env. Stewardship, and Sacramentality",27080,TTh 12:30-1:45p,P. Bess,2024-01-16
ARCH 43511,Introduction to Historic Building Pathology and Assessment,33053,Th 11a-1:30p,S. Hartley,2024-01-16
ARCH 50228,Teaching Concepts/History of Architecture II,20445,TTh 11a-12:15p,M. Hara,2024-01-16
ARCH 50428,Teaching Concepts/Building Technology II,21941,TTh 2-3:15p,TBD,2024-01-16
ARCH 50528,Teaching Concepts/Structural Mechanics,20962,MWF 11:30a-12:20p,L. Fargier Gabaldon,2024-01-16
ARCH 50711,Professional Practice,20386,TTh 5-6:15p,J. Mellor,2024-01-16
ARCH 51028,Teaching Concepts/Graphics II,20575,MWF 10:30-11:20a,G. Mazzone,2024-01-16
ARCH 51028,Teaching Concepts/Graphics II,26613,MWF 11:30a-12:20p,G. Mazzone,2024-01-16
ARCH 51121,Design VIII Thesis,20238,MWF 1:15-5p,T. Abernathy,2024-01-16
ARCH 51121,Design VIII Thesis,20882,MWF 1:15-5p,K. Chambers,2024-01-16
ARCH 51121,Design VIII Thesis,27174,MWF 1:15-5p,C. Miller,2024-01-16
ARCH 51121,Design VIII Thesis,27834,MWF 1:15-5p,M. Lykoudis,2024-01-16
ARCH 51368,Teaching Concepts/Digital Graphics,21467,TBA,G. Mazzone,2024-01-16
ARCH 53311,Issues in Sacred Architecture,27198,T 6:30-9p,D. Stroik,2024-01-16
ARCH 53381,Why Are Buildings Ugly?: Training Your Eye to Recognize & Avoid Common Mistakes in Classical Arch,29086,T 6:30-9p,M. Cusato,2024-01-16
ARCH 53381,Why Are Buildings Ugly?: Training Your Eye to Recognize & Avoid Common Mistakes in Classical Arch,29087,T 6:30-9p,M. Cusato,2024-01-16
ARCH 53411,History of American Architecture  1630-1915,31410,TTh 3:30-4:45p,S. Hartley,2024-01-16
ARCH 57821,Special Studies in Furniture Design II,20034,TTh 1:15-4:15p,R. Brandt,2024-01-16
ARCH 60021,Life Cycle Assessment: Evaluating Social and Environmental Impacts,33305,W 3:30-6:15p,E. Grubert,2024-01-16
ARCH 60221,Architectural History II,21363,TTh 11a-12:15p,R. Economakis,2024-01-16
ARCH 60421,"Building Technology II: Concrete, Steel, and Glass",21364,TTh 2-3:15p,M. DeMaagd Rodriguez,2024-01-16
ARCH 60521,Applied Structural Systems,21365,MWF 11:30a-12:20p,B. Smith,2024-01-16
ARCH 61021,Digital Graphics,21439,TTh 12:30-1:45p,G. Mazzone,2024-01-16
ARCH 61121,Foundational Design II,21366,MWF 1:15-5p,R. Economakis,2024-01-16
ARCH 71321,Urban Conservation Studio,29436,MW 1:15-5p,N. Rolinski,2024-01-16
ARCH 71421,Historic Preservation and Construction Lab,28915,T 11a-12:15p,A. DeFrees,2024-01-16
ARCH 73321,Architectural Treatises,31413,Th 6:30-9p,S. Younes,2024-01-16
ARCH 73421,Historic Preservation and Construction,27837,T 9:30-10:45a,A. DeFrees,2024-01-16
ARCH 73422,Historic Building Cultures of the Americas-Cultural Contributions to Diversity in Arch. Form,29289,MW 9:30-10:45a,S. Hartley,2024-01-16
ARCH 80212,Design Preparation,25255,MW 9:30-10:45a,S. Salden Teach,2024-01-16
ARCH 80511,Preservation Practice,32811,F 8-10:45a,T. Zeiger,2024-01-16
ARCH 80711,Professional Practice,21367,TTh 5-6:15p,J. Mellor,2024-01-16
ARCH 81153,Upper Level Graduate Studio,24709,TTh 8:15a-12:15p,D. Stroik,2024-01-16
ARCH 81153,Upper Level Graduate Studio,25145,TTh 8:15a-12:15p,M. Hu,2024-01-16
ARCH 81161,Thesis Studio--Post-Professional,21651,TBA,R. Economakis,2024-01-16
ARCH 81161,Thesis Studio--Post-Professional,23589,TBA,K. Krusche,2024-01-16
ARCH 81161,Thesis Studio--Post-Professional,27838,TBA,J. Perez Hernandez,2024-01-16
ARCH 81161,Thesis Studio--Post-Professional,27839,TBA,A. Pierattini,2024-01-16
ARCH 81162,Thesis Studio--Professional,24696,TBA,K. Chambers,2024-01-16
ARCH 81162,Thesis Studio--Professional,24697,TBA,R. Economakis,2024-01-16
ARCH 81162,Thesis Studio--Professional,24698,TBA,M. Mesko,2024-01-16
ARCH 81162,Thesis Studio--Professional,24699,TBA,J. Onyango,2024-01-16
ARCH 81162,Thesis Studio--Professional,24700,TBA,J. Perez Hernandez,2024-01-16
ARCH 81162,Thesis Studio--Professional,25894,TBA,A. Pierattini,2024-01-16
ARCH 81162,Thesis Studio--Professional,27843,TBA,S. Polyzoides,2024-01-16
ARCH 81162,Thesis Studio--Professional,31411,TBA,S. Salden Teach,2024-01-16
ARCH 81162,Thesis Studio--Professional,31412,TBA,S. Younes,2024-01-16
ARCH 81341,Terminal Design in Historic Preservation,32812,TBA,P. Vitti,2024-01-16
ARCH 83411,"Historic Preservation, Resilience, and Sustainability",32813,T 8-10:45a,J. Onyango,2024-01-16
ARHI 10211,Global History of Architecture,29517,MW 9:25-10:15a,M. Hara,2024-01-16
ARHI 13182,Fine Arts University Seminar: USEM Fine Arts: Intro to Art History: Exploring the Museum Collection,31415,TTh 11a-12:15p,E. Speaks,2024-01-16
ARHI 13182,Fine Arts University Seminar: USEM Fine Arts: Notre Dame and its Artifacts,31414,MW 11a-12:15p,H. Minor,2024-01-16
ARHI 20103,Only Connect Chemistry & Art,32814,TTh 11a-12:15p,B. Moasser,2024-01-16
ARHI 20103,Only Connect Chemistry & Art,32843,TTh 11a-12:15p,B. Moasser,2024-01-16
ARHI 20310,Introduction to Western Art from Leonardo to Warhol,31416,MW 12:30-1:45p,F. Jacobus-Parker,2024-01-16
ARHI 20310,Introduction to Western Art from Leonardo to Warhol,33185,MW 12:30-1:45p,F. Jacobus-Parker,2024-01-16
ARHI 20420,19th-Century European Art & Architecture  ,32582,MW 9:30-10:45a,F. Jacobus-Parker,2024-01-16
ARHI 20451,Renaissance Architecture,26702,MW 2-3:15p,H. Minor,2024-01-16
ARHI 30204,Medieval Murals and Mosaics,31417,TTh 11a-12:15p,M. Hauknes,2024-01-16
ARHI 30805,Borderlands Art and Theory,31419,MW 9:30-10:45a,T. Reinoza,2024-01-16
ARHI 30820,Latin American Photography,31420,MW 12:30-1:45p,T. Reinoza,2024-01-16
ARHI 30820,Latin American Photography,32884,MW 12:30-1:45p,T. Reinoza,2024-01-16
ARHI 33151,Museums and Cultural Politics,31421,MW 3:30-4:45p,F. Jacobus-Parker,2024-01-16
ARHI 40231,"Art, Science and Myth in the Middle Ages",31422,TTh 2-3:15p,M. Hauknes,2024-01-16
ARHI 43406,Topics in Contemporary Art: Art and the Everyday,31423,TTh 9:30-10:45a,E. Speaks,2024-01-16
ARHI 45310,Art History Internship,22045,TBA,H. Minor,2024-01-16
ARHI 46175,Directed Readings - Architecture,24766,TBA,J. Perez Hernandez,2024-01-16
ARHI 47474,Special Studies - Modern,22699,TBA,E. Speaks,2024-01-16
ARHI 48574,Honors Thesis,25848,TBA,M. Hauknes,2024-01-16
ARHI 48574,Honors Thesis,29185,TBA,H. Minor,2024-01-16
ARHI 48578,Honors Thesis,21222,TBA,E. Speaks,2024-01-16
ARHI 48579,Honors Thesis,27093,TBA,T. Reinoza,2024-01-16
ARHI 48579,Honors Thesis,27094,TBA,I. Rowland,2024-01-16
ARHI 60310,Western Art:Leonardo to Warhol,31432,MW 12:30-1:45p,F. Jacobus-Parker,2024-01-16
ARHI 60805,Borderlands Art and Theory,32937,MW 9:30-10:45a,T. Reinoza,2024-01-16
ARHI 63151,Museums and Cultural Politics,32368,MW 3:30-4:45p,F. Jacobus-Parker,2024-01-16
ARHI 63406,Topics in Contemporary Art: Art and the Everyday,31434,TTh 9:30-10:45a,E. Speaks,2024-01-16
ARHI 67371,Special Studies - Ren/Baroque,21223,TBA,H. Minor,2024-01-16
ARHI 67472,Special Studies - Modern,21224,TBA,N. Woods,2024-01-16
ARHI 67472,Special Studies - Modern,25344,TBA,E. Speaks,2024-01-16
ARHI 67671,Special Studies-Latin America,23498,TBA,T. Reinoza,2024-01-16
ARHI 67671,Special Studies-Latin America,27118,TBA,M. Schreffler,2024-01-16
ARHI 87271,Directed Readings - Medieval,27083,TBA,M. Hauknes,2024-01-16
ARST 10100,2-D Foundations,23499,TTh 9:30a-12:15p,E. Beck,2024-01-16
ARST 10100,2-D Foundations,25020,MW 11a-1:45p,J. Barfield,2024-01-16
ARST 10100,2-D Foundations,26699,TTh 12:30-3:15p,E. Beck,2024-01-16
ARST 10100,2-D Foundations,33085,TTh 9:30a-12:15p,E. Beck,2024-01-16
ARST 10100,2-D Foundations,33086,MW 11a-1:45p,J. Barfield,2024-01-16
ARST 10100,2-D Foundations,33236,TTh 12:30-3:15p,E. Beck,2024-01-16
ARST 10201,Drawing I,23500,TTh 12:30-3:15p,M. Tomasula,2024-01-16
ARST 10201,Drawing I,23501,MWF 12:50-2:50p,J. Lehmann,2024-01-16
ARST 10201,Drawing I,23502,MWF 10:30a-12:25p,E. Ryan,2024-01-16
ARST 10201,Drawing I,33087,MWF 10:30a-12:25p,E. Ryan,2024-01-16
ARST 10201,Drawing I,33088,MWF 12:50-2:50p,J. Lehmann,2024-01-16
ARST 10201,Drawing I,33089,TTh 12:30-3:15p,M. Tomasula,2024-01-16
ARST 10601,3-D Foundations,23504,MW 11a-1:45p,E. Beck,2024-01-16
ARST 10601,3-D Foundations,23505,MW 2-4:45p,J. Barfield,2024-01-16
ARST 10601,3-D Foundations,33090,MW 11a-1:45p,E. Beck,2024-01-16
ARST 10601,3-D Foundations,33091,MW 2-4:45p,J. Barfield,2024-01-16
ARST 20101,Ceramics I,23506,MWF 10:30a-12:25p,N. Amstutz,2024-01-16
ARST 20101,Ceramics I,23507,MW 5:05-8p,C. Lunt,2024-01-16
ARST 20101,Ceramics I,23508,MWF 12:50-2:50p,H. Miles,2024-01-16
ARST 20101,Ceramics I,33092,MW 5:05-8p,C. Lunt,2024-01-16
ARST 20101,Ceramics I,33093,MWF 10:30a-12:25p,N. Amstutz,2024-01-16
ARST 20103,Animals and Creatures,31424,TTh 12:30-3:15p,R. Lara Zendejas,2024-01-16
ARST 20103,Animals and Creatures,33095,TTh 12:30-3:15p,R. Lara Zendejas,2024-01-16
ARST 20301,Painting I,23509,MW 2-4:45p,K. Neece,2024-01-16
ARST 20301,Painting I,23510,TTh 12:30-3:15p,K. Sizer,2024-01-16
ARST 20301,Painting I,33096,MW 2-4:45p,K. Neece,2024-01-16
ARST 20301,Painting I,33097,TTh 12:30-3:15p,K. Sizer,2024-01-16
ARST 20401,Photography I,23511,TTh 9:30a-12:15p,M. Lopez,2024-01-16
ARST 20401,Photography I,25285,MWF 10:30a-12:25p,J. Matty,2024-01-16
ARST 20401,Photography I,25677,MW 2-4:45p,K. Johnson,2024-01-16
ARST 20401,Photography I,33098,MW 2-4:45p,K. Johnson,2024-01-16
ARST 20401,Photography I,33099,TTh 9:30a-12:15p,M. Lopez,2024-01-16
ARST 20401,Photography I,33100,MWF 10:30a-12:25p,J. Matty,2024-01-16
ARST 20501,Silkscreen I,32369,MW 11a-1:45p,K. Stombaugh,2024-01-16
ARST 20501,Silkscreen I,33103,MW 11a-1:45p,K. Stombaugh,2024-01-16
ARST 20601,Sculpture I,27996,TTh 9:30a-12:15p,N. Hakim Javadi,2024-01-16
ARST 20601,Sculpture I,33104,TTh 9:30a-12:15p,N. Hakim Javadi,2024-01-16
ARST 20602,Wood Sculpture,23512,MWF 10:30a-12:25p,R. Fichter,2024-01-16
ARST 20602,Wood Sculpture,33105,MWF 10:30a-12:25p,R. Fichter,2024-01-16
ARST 20603,Metal Foundry,27997,MW 2-4:45p,K. Kaziak,2024-01-16
ARST 20603,Metal Foundry,33106,MW 2-4:45p,K. Kaziak,2024-01-16
ARST 20604,Metal Sculpture I,23513,TTh 9:30a-12:15p,A. Collins,2024-01-16
ARST 20604,Metal Sculpture I,33108,TTh 9:30a-12:15p,A. Collins,2024-01-16
ARST 30103,Advanced Ceramics,31425,TTh 9:30a-12:15p,R. Lara Zendejas,2024-01-16
ARST 30103,Advanced Ceramics,33109,TTh 9:30a-12:15p,R. Lara Zendejas,2024-01-16
ARST 30110,Experiments in Narrative,31426,TTh 12:30-3:15p,M. Lopez,2024-01-16
ARST 30110,Experiments in Narrative,33110,TTh 12:30-3:15p,M. Lopez,2024-01-16
ARST 30421,Video Art Installation,33059,MW 11a-12:15p,C. Kim,2024-01-16
ARST 30421,Video Art Installation,33258,MW 11a-12:15p,C. Kim,2024-01-16
ARST 40203,"Figure Drawing, Multilevel",25845,TTh 12:30-3:15p,TBD,2024-01-16
ARST 40203,"Figure Drawing, Multilevel",33114,TTh 12:30-3:15p,TBD,2024-01-16
ARST 40307,Multilevel Painting,25022,MW 11a-1:45p,J. Lahr,2024-01-16
ARST 40307,Multilevel Painting,33116,MW 11a-1:45p,J. Lahr,2024-01-16
ARST 40610,Installation Art: Space and Environment,31427,TTh 12:30-3:15p,N. Hakim Javadi,2024-01-16
ARST 40610,Installation Art: Space and Environment,33117,TTh 12:30-3:15p,N. Hakim Javadi,2024-01-16
ARST 47271,Special Studies--Painting/Drawing,21226,TBA,M. Tomasula,2024-01-16
ARST 47272,Special Studies - Painting/Drawing,21227,TBA,M. Nguyen,2024-01-16
ARST 47273,Special Studies - Painting/Drawing,21920,TBA,J. Lahr,2024-01-16
ARST 47371,Special Studies-Foundations,24460,TBA,E. Beck,2024-01-16
ARST 47472,Special Studies - Photography,21228,TBA,M. Lopez,2024-01-16
ARST 47571,Special Studies - Printmaking,21229,TBA,J. Barfield,2024-01-16
ARST 47671,Special Studies-Sculpture,21230,TBA,A. Collins,2024-01-16
ARST 47671,Special Studies-Sculpture,26697,TBA,N. Hakim Javadi,2024-01-16
ARST 47871,BA Thesis Project,23138,TBA,A. Collins,2024-01-16
ARST 47871,BA Thesis Project,23139,TBA,M. Tomasula,2024-01-16
ARST 47871,BA Thesis Project,23729,TBA,M. Lopez,2024-01-16
ARST 47871,BA Thesis Project,23773,TBA,M. Nguyen,2024-01-16
ARST 47871,BA Thesis Project,24101,TBA,J. Lahr,2024-01-16
ARST 47871,BA Thesis Project,24461,TBA,E. Beck,2024-01-16
ARST 47871,BA Thesis Project,25147,TBA,J. Barfield,2024-01-16
ARST 47871,BA Thesis Project,27999,TBA,N. Hakim Javadi,2024-01-16
ARST 48104,BFA Thesis - Ceramics,32372,TBA,R. Lara Zendejas,2024-01-16
ARST 48204,BFA Thesis - Painting/Drawing,21231,TBA,M. Nguyen,2024-01-16
ARST 48204,BFA Thesis - Painting/Drawing,25172,TBA,J. Lahr,2024-01-16
ARST 48204,BFA Thesis - Painting/Drawing,25173,TBA,M. Tomasula,2024-01-16
ARST 48404,BFA Thesis - Photography,21232,TBA,M. Lopez,2024-01-16
ARST 48504,BFA Thesis - Printmaking,25176,TBA,J. Barfield,2024-01-16
ARST 48604,BFA Thesis - Sculpture,25177,TBA,A. Collins,2024-01-16
ARST 48604,BFA Thesis - Sculpture,25178,TBA,E. Beck,2024-01-16
ARST 48604,BFA Thesis - Sculpture,25877,TBA,J. Barfield,2024-01-16
ARST 48604,BFA Thesis - Sculpture,26696,TBA,N. Hakim Javadi,2024-01-16
ARST 63250,Painting/Printmaking Seminar,22718,T 4-5p,M. Tomasula,2024-01-16
ARST 63450,Photography Seminar,20099,T 4-5p,M. Lopez,2024-01-16
ARST 63650,Sculpture/Ceramic Seminar,22717,T 4-5p,N. Hakim Javadi,2024-01-16
ARST 67272,Special Studies - Painting/Drawing,21234,TBA,M. Nguyen,2024-01-16
ARST 67272,Special Studies - Painting/Drawing,25723,TBA,J. Lahr,2024-01-16
ARST 67272,Special Studies - Painting/Drawing,26695,TBA,M. Tomasula,2024-01-16
ARST 67472,Special Studies - Photography,21235,TBA,M. Lopez,2024-01-16
ARST 67472,Special Studies - Photography,33350,TBA,C. Kim,2024-01-16
ARST 67571,Special Studies - Printmaking,21236,TBA,TBD,2024-01-16
ARST 67671,Special Studies - Sculpture,21237,TBA,A. Collins,2024-01-16
ARST 67671,Special Studies - Sculpture,23728,TBA,N. Hakim Javadi,2024-01-16
ARST 67671,Special Studies - Sculpture,24125,TBA,E. Beck,2024-01-16
ARST 67671,Special Studies - Sculpture,25258,TBA,J. Barfield,2024-01-16
ARST 78706,Nonresident Thesis Research,20542,TBA,J. Lahr,2024-01-16
ARST 78708,Thesis Direction,20054,TBA,J. Lahr,2024-01-16
AS 10102,Heritage and Values of the United States Air Force,20234,Th 9:30-10:20a,T. Clark,2024-01-16
AS 10102,Heritage and Values of the United States Air Force,20435,T 12:30-1:20p,T. Clark,2024-01-16
AS 11102,Leadership Laboratory,21068,T 3:30-5:30p,C. Kaminski,2024-01-16
AS 20102,Team and Leadership Fundamentals,20038,Th 12:30-1:20p,C. Culbertson,2024-01-16
AS 20102,Team and Leadership Fundamentals,20073,T 9:30-10:20a,C. Culbertson,2024-01-16
AS 21102,Leadership Laboratory,21069,T 3:30-5:30p,C. Kaminski,2024-01-16
AS 30102,Leading People and Effective Communication,20585,TTh 2-3:15p,T. Clark,2024-01-16
AS 31102,Leadership Laboratory,21067,T 3:30-5:30p,C. Kaminski,2024-01-16
AS 40102,National Security Affairs/Preparation for Active Duty,20498,TTh 2-3:15p,C. Culbertson,2024-01-16
AS 41102,Leadership Laboratory,21070,T 3:30-5:30p,C. Kaminski,2024-01-16
ASIA 10154,Beginning Hindi II,32651,MWF 12:50-1:40p,P. Priya,2024-01-16
ASIA 11203,Intermediate/Advanced Spoken Hindi,32791,Th 3:30-5p,P. Priya,2024-01-16
ASIA 11204,Reading and Writing Hindi,32792,T 3:30-5p,P. Priya,2024-01-16
ASIA 11205,Topics in Hindi Language and Culture,32795,Th 2-2:50p,P. Priya,2024-01-16
ASIA 17001,Beginning Hindi I,32649,MWF 10:30-11:20a,P. Priya,2024-01-16
ASIA 20033,The 1001 Nights,32991,TTh 11a-12:15p,L. Guo,2024-01-16
ASIA 20055,Formation of the Modern Middle East,32992,TTh 12:30-1:45p,H. Abdulsater,2024-01-16
ASIA 20101,Arab Society and Culture: Past and Present,32993,TTh 2-3:15p,L. Guo,2024-01-16
ASIA 20200,Democracy in Modern South Asia,32606,MW 3:30-4:45p,S. Ostermann,2024-01-16
ASIA 20203,Global Cultural Worlds: Fundamentals of Social and Cultural Anthropology,25184,MW 2-3:15p,A. Paylor,2024-01-16
ASIA 20300,Global Korea,32608,MW 11a-12:15p,S. Yoon,2024-01-16
ASIA 20600,Modern Islamic Thought,28353,MW 9:30-10:45a,E. Moosa,2024-01-16
ASIA 20708,Meditation: Buddhist and Christian,32788,TTh 2-3:15p,R. Pomplun,2024-01-16
ASIA 30002,"Connecting Asia: Pasts, Presents, Futures",26363,TTh 12:30-1:45p,A. Hsu,2024-01-16
ASIA 30023,Gendered Bodies in the Islamic Tradition,32994,MW 12:30-1:45p,C. Bronson,2024-01-16
ASIA 30056,Digital Empires,32801,TTh 12:30-1:45p,L. Cai,2024-01-16
ASIA 30094,Modern India and Pakistan,28783,TTh 12:30-1:45p,N. Shivram,2024-01-16
ASIA 30101,Chinese Ways of Thought,32259,TTh 11a-12:15p,L. Jensen,2024-01-16
ASIA 30117,The Asian American Experience,32580,MW 11a-12:15p,J. Huynh,2024-01-16
ASIA 30133,Buddhism in America,31341,TTh 11a-12:15p,T. Tweed,2024-01-16
ASIA 30281,"The China Challenge: Guns, Trade, and Confucius",33048,MW 3:30-4:45p,V. Hui,2024-01-16
ASIA 30315,Crimes of Passion: Gender & Sexuality in Classical Japanese Literature,32261,MW 11a-12:15p,M. Brownstein,2024-01-16
ASIA 30340,Exploring Korean Culture and History through Film,28127,MW 2-3:15p,Y. Yoon,2024-01-16
ASIA 30342,From the Crusades to the Ottoman Empire: The Eastern Mediterranean 1000-1500,32797,TTh 12:30-1:45p,A. Beihammer,2024-01-16
ASIA 30600,Engaging World Religions: An Introduction to Religion and Global Affairs,32607,MW 2-3:15p,M. Mirza,2024-01-16
ASIA 30750,The Chinese Economy,33300,TTh 2-3:15p,N. Mark,2024-01-16
ASIA 33320,Modern Japanese Literature,28782,MW 2-3:15p,A. Kennell,2024-01-16
ASIA 33333,Design Anthropology,32642,TTh 12:30-1:45p,E. Haanstad,2024-01-16
ASIA 33848,Modern Chinese Literature,24113,MW 2-3:15p,X. Wang,2024-01-16
ASIA 36000,Directed Readings,25901,TBA,TBD,2024-01-16
ASIA 40130,Shakespeare and Asia,28212,MW 2-3:15p,P. Holland,2024-01-16
ASIA 40212,"China, Development and the Global South",32790,M 3:30-6:15p,J. Eisenman,2024-01-16
ASIA 40403,"Cities, States, and Global Governance",32609,TTh 9:30-10:45a,K. Jaros,2024-01-16
ASIA 40413,Introduction to Chinese Linguistics,32789,MW 3:30-4:45p,Y. Zhu,2024-01-16
ASIA 40726,Islam and the Abrahamic Faiths,32802,TTh 12:30-1:45p,M. Sirry,2024-01-16
ASIA 40763,Race in Asia,32610,W 3:30-6:15p,S. Yoon,2024-01-16
ASIA 48512,Capstone Thesis,22528,TBA,TBD,2024-01-16
BAAL 20100,Foundations of Accountancy,23079,TTh 12:30-1:45p,J. Miller,2024-01-16
BAAL 20100,Foundations of Accountancy,23080,TTh 2-3:15p,J. Miller,2024-01-16
BAAL 20100,Foundations of Accountancy,24654,TTh 3:30-4:45p,J. Miller,2024-01-16
BAAL 20100,Foundations of Accountancy,24655,TTh 12:30-1:45p,C. Donovan,2024-01-16
BAAL 20100,Foundations of Accountancy,25103,TTh 9:30-10:45a,C. Donovan,2024-01-16
BAAL 20100,Foundations of Accountancy,25745,TTh 11a-12:15p,C. Donovan,2024-01-16
BAAL 20100,Foundations of Accountancy,31175,TTh 2-3:15p,M. Favorite,2024-01-16
BAAL 20150,Foundations of Finance,31209,TTh 3:30-4:45p,J. Leady,2024-01-16
BAAL 20150,Foundations of Finance,31212,TTh 12:30-1:45p,J. Leady,2024-01-16
BAAL 20150,Foundations of Finance,31215,TTh 2-3:15p,J. Leady,2024-01-16
BAEG 20100,Foundations of Accountancy,23082,TTh 12:30-1:45p,J. Miller,2024-01-16
BAEG 20100,Foundations of Accountancy,23083,TTh 2-3:15p,J. Miller,2024-01-16
BAEG 20100,Foundations of Accountancy,24656,TTh 3:30-4:45p,J. Miller,2024-01-16
BAEG 20100,Foundations of Accountancy,24657,TTh 12:30-1:45p,C. Donovan,2024-01-16
BAEG 20100,Foundations of Accountancy,25104,TTh 9:30-10:45a,C. Donovan,2024-01-16
BAEG 20100,Foundations of Accountancy,25746,TTh 11a-12:15p,C. Donovan,2024-01-16
BAEG 20100,Foundations of Accountancy,31176,TTh 2-3:15p,M. Favorite,2024-01-16
BAEG 20110,Foundations of Marketing,31282,MW 9:30-10:45a,K. Ferguson,2024-01-16
BAEG 20110,Foundations of Marketing,31283,MW 11a-12:15p,K. Ferguson,2024-01-16
BAEG 20110,Foundations of Marketing,31284,MW 12:30-1:45p,K. Ferguson,2024-01-16
BAEG 20110,Foundations of Marketing,31285,MW 2-3:15p,B. Essig,2024-01-16
BAEG 20110,Foundations of Marketing,31288,TTh 9:30-10:45a,M. Olsen,2024-01-16
BAEG 20110,Foundations of Marketing,31289,TTh 11a-12:15p,M. Olsen,2024-01-16
BAEG 20110,Foundations of Marketing,31290,TTh 2-3:15p,S. Griffith,2024-01-16
BAEG 20110,Foundations of Marketing,31291,TTh 3:30-4:45p,S. Griffith,2024-01-16
BAEG 20150,Foundations of Finance,31210,TTh 3:30-4:45p,J. Leady,2024-01-16
BAEG 20150,Foundations of Finance,31213,TTh 12:30-1:45p,J. Leady,2024-01-16
BAEG 20150,Foundations of Finance,31216,TTh 2-3:15p,J. Leady,2024-01-16
BAEG 30500,Intro to Entrepreneurship,33254,TTh 2-3:15p,L. Hollis,2024-01-16
BAEG 41500,Idea Discovery Lab,33255,T 6-8:30p,S. Miller,2024-01-16
BALW 30100,Business Law Concepts,31170,TTh 9:30-10:45a,T. Murphy,2024-01-16
BALW 30100,Business Law Concepts,31171,TTh 11a-12:15p,T. Murphy,2024-01-16
BALW 30100,Business Law Concepts,31172,TTh 12:30-1:45p,T. Murphy,2024-01-16
BALW 30100,Business Law Concepts,31173,MW 9:30-10:45a,L. Hollis,2024-01-16
BASC 20100,Foundations of Accountancy,23085,TTh 12:30-1:45p,J. Miller,2024-01-16
BASC 20100,Foundations of Accountancy,23086,TTh 2-3:15p,J. Miller,2024-01-16
BASC 20100,Foundations of Accountancy,24658,TTh 3:30-4:45p,J. Miller,2024-01-16
BASC 20100,Foundations of Accountancy,24659,TTh 12:30-1:45p,C. Donovan,2024-01-16
BASC 20100,Foundations of Accountancy,25105,TTh 9:30-10:45a,C. Donovan,2024-01-16
BASC 20100,Foundations of Accountancy,25747,TTh 11a-12:15p,C. Donovan,2024-01-16
BASC 20100,Foundations of Accountancy,31177,TTh 2-3:15p,M. Favorite,2024-01-16
BASC 20150,Foundations of Finance,31211,TTh 3:30-4:45p,J. Leady,2024-01-16
BASC 20150,Foundations of Finance,31214,TTh 12:30-1:45p,J. Leady,2024-01-16
BASC 20150,Foundations of Finance,31217,TTh 2-3:15p,J. Leady,2024-01-16
BASC 20200,Principles of Management,23259,MW 11a-12:15p,C. Stevens,2024-01-16
BASC 20200,Principles of Management,24660,MW 9:30-10:45a,C. Stevens,2024-01-16
BASC 20250,Foundations of Marketing,23282,MW 11a-12:15p,K. Ferguson,2024-01-16
BASC 20250,Foundations of Marketing,23283,TTh 11a-12:15p,M. Olsen,2024-01-16
BASC 20250,Foundations of Marketing,23284,TTh 2-3:15p,S. Griffith,2024-01-16
BASC 20250,Foundations of Marketing,23285,MW 9:30-10:45a,K. Ferguson,2024-01-16
BASC 20250,Foundations of Marketing,23286,TTh 3:30-4:45p,S. Griffith,2024-01-16
BASC 20250,Foundations of Marketing,23287,MW 12:30-1:45p,K. Ferguson,2024-01-16
