code,title,crn,meets,professor,start_date
HIST 46000,Directed Readings in History,29725,TBA,E. Ragland,2024-01-16
HIST 46000,Directed Readings in History,29726,TBA,R. Sullivan,2024-01-16
HIST 48000,Directed Research in History,25928,TBA,J. Deak,2024-01-16
HIST 48000,Directed Research in History,25938,TBA,D. Graff,2024-01-16
HIST 48000,Directed Research in History,26169,TBA,P. Ocobock,2024-01-16
HIST 53001,Honors Methodology,20283,W 12:30-3:15p,P. Ocobock,2024-01-16
HIST 58004,Honors Thesis,22901,T 5:30-8:15p,J. Lundberg,2024-01-16
HIST 58004,Honors Thesis,29527,TBA,J. Lundberg,2024-01-16
HIST 63350,The Ancient World through Early Modern Eyes,31782,W 12:45-3:15p,I. Rowland,2024-01-16
HIST 83002,The Historical Profession,25139,T 12:30-1:20p,A. Martin,2024-01-16
HIST 83025,Historical Epistemology,32828,MW 9:30-10:45a,T. Stapleford,2024-01-16
HIST 83110,Genealogies of Islamic Thought: Counterpoints in the History of Ideas,31784,M 3:30-6:15p,E. Moosa,2024-01-16
HIST 83204,"Pro-Seminar in the Late Middle Ages, 1250-1500",31785,T 9:30a-12p,D. Hobbins,2024-01-16
HIST 83501,From Luther to Scheler,32162,MW 11a-12:15p,U. Lehner,2024-01-16
HIST 83604,Colloquium: US History since 1890,31786,T 3:30-6:15p,D. Dochuk,2024-01-16
HIST 86000,Directed Readings in History,22445,TBA,D. Dochuk,2024-01-16
HIST 86000,Directed Readings in History,25251,TBA,J. McGreevy,2024-01-16
HIST 86000,Directed Readings in History,25253,TBA,D. Tor,2024-01-16
HIST 86000,Directed Readings in History,25254,TBA,T. Burman,2024-01-16
HIST 86000,Directed Readings in History,25295,TBA,K. Graubart,2024-01-16
HIST 86000,Directed Readings in History,25296,TBA,R. Rapple,2024-01-16
HIST 86000,Directed Readings in History,25299,TBA,T. Beatty,2024-01-16
HIST 86000,Directed Readings in History,25303,TBA,E. Ragland,2024-01-16
HIST 86000,Directed Readings in History,25305,TBA,A. Martin,2024-01-16
HIST 86000,Directed Readings in History,25333,TBA,A. Beihammer,2024-01-16
HIST 86000,Directed Readings in History,25374,TBA,L. Cai,2024-01-16
HIST 86000,Directed Readings in History,25375,TBA,L. Jensen,2024-01-16
HIST 86000,Directed Readings in History,25882,TBA,T. Tweed,2024-01-16
HIST 86000,Directed Readings in History,25886,TBA,A. Kaufman,2024-01-16
HIST 86000,Directed Readings in History,25889,TBA,D. Hobbins,2024-01-16
HIST 86000,Directed Readings in History,26599,TBA,J. Pensado,2024-01-16
HIST 86000,Directed Readings in History,26600,TBA,P. Ocobock,2024-01-16
HIST 86000,Directed Readings in History,26609,TBA,R. McKenna,2024-01-16
HIST 86000,Directed Readings in History,26610,TBA,E. Remus,2024-01-16
HIST 86000,Directed Readings in History,26622,TBA,J. Specht,2024-01-16
HIST 86000,Directed Readings in History,26630,TBA,K. Carter,2024-01-16
HIST 86000,Directed Readings in History,26637,TBA,L. Przybyszewski,2024-01-16
HIST 86000,Directed Readings in History,27116,TBA,I. Johnson,2024-01-16
HIST 86000,Directed Readings in History,27155,TBA,J. Coleman,2024-01-16
HIST 86000,Directed Readings in History,27234,TBA,M. Meserve,2024-01-16
HIST 86000,Directed Readings in History,33321,TBA,F. Fernandez-Armesto,2024-01-16
HIST 93330,Historical Writing in the Byzantine Empire,31787,T 2-4:30p,A. Beihammer,2024-01-16
HIST 93406,"Nationalism:  Theories, Approaches, and Historiography",31788,W 3:30-6p,J. Deak,2024-01-16
HIST 93609,United States Women's and Gender History,31789,T 1:30-4p,E. Remus,2024-01-16
HIST 93909,Modern Latin America,31790,Th 1-3:30p,J. Pensado,2024-01-16
HIST 97000,Examination Preparation,20278,TBA,A. Martin,2024-01-16
HIST 97000,Examination Preparation,33309,TBA,E. Moosa,2024-01-16
HIST 97000,Examination Preparation,33310,TBA,J. Coleman,2024-01-16
HIST 97000,Examination Preparation,33311,TBA,J. Deak,2024-01-16
HIST 97000,Examination Preparation,33314,TBA,K. Cummings,2024-01-16
HIST 97000,Examination Preparation,33316,TBA,D. Dochuk,2024-01-16
HIST 97000,Examination Preparation,33318,TBA,A. Beihammer,2024-01-16
HIST 97000,Examination Preparation,33319,TBA,K. Graubart,2024-01-16
HIST 98200,Dissertation Completion,23183,TBA,D. Dochuk,2024-01-16
HIST 98200,Dissertation Completion,33287,TBA,R. Rapple,2024-01-16
HIST 98699,Research and Dissertation,20354,TBA,G. Bederman,2024-01-16
HIST 98699,Research and Dissertation,20975,TBA,T. Beatty,2024-01-16
HIST 98699,Research and Dissertation,21368,TBA,A. Beihammer,2024-01-16
HIST 98699,Research and Dissertation,21369,TBA,T. Burman,2024-01-16
HIST 98699,Research and Dissertation,21370,TBA,TBD,2024-01-16
HIST 98699,Research and Dissertation,21371,TBA,J. Coleman,2024-01-16
HIST 98699,Research and Dissertation,21372,TBA,K. Cummings,2024-01-16
HIST 98699,Research and Dissertation,21373,TBA,J. Deak,2024-01-16
HIST 98699,Research and Dissertation,21374,TBA,D. Dochuk,2024-01-16
HIST 98699,Research and Dissertation,21375,TBA,F. Fernandez-Armesto,2024-01-16
HIST 98699,Research and Dissertation,21376,TBA,K. Graubart,2024-01-16
HIST 98699,Research and Dissertation,21377,TBA,B. Gregory,2024-01-16
HIST 98699,Research and Dissertation,21378,TBA,P. Griffin,2024-01-16
HIST 98699,Research and Dissertation,21379,TBA,C. Hamlin,2024-01-16
HIST 98699,Research and Dissertation,21380,TBA,D. Hobbins,2024-01-16
HIST 98699,Research and Dissertation,21381,TBA,A. Kaufman,2024-01-16
HIST 98699,Research and Dissertation,21382,TBA,E. Koll,2024-01-16
HIST 98699,Research and Dissertation,21383,TBA,T. Kselman,2024-01-16
HIST 98699,Research and Dissertation,21384,TBA,S. Lyandres,2024-01-16
HIST 98699,Research and Dissertation,21385,TBA,A. Martin,2024-01-16
HIST 98699,Research and Dissertation,21386,TBA,J. McGreevy,2024-01-16
HIST 98699,Research and Dissertation,21387,TBA,M. Meserve,2024-01-16
HIST 98699,Research and Dissertation,21388,TBA,F. Miscamble,2024-01-16
HIST 98699,Research and Dissertation,21389,TBA,E. Moosa,2024-01-16
HIST 98699,Research and Dissertation,21390,TBA,T. Noble,2024-01-16
HIST 98699,Research and Dissertation,21391,TBA,P. Ocobock,2024-01-16
HIST 98699,Research and Dissertation,21392,TBA,J. Pensado,2024-01-16
HIST 98699,Research and Dissertation,21393,TBA,L. Przybyszewski,2024-01-16
HIST 98699,Research and Dissertation,21394,TBA,R. Rapple,2024-01-16
HIST 98699,Research and Dissertation,21395,TBA,R. Sullivan,2024-01-16
HIST 98699,Research and Dissertation,21396,TBA,D. Tor,2024-01-16
HIST 98699,Research and Dissertation,22018,TBA,J. Turner,2024-01-16
HIST 98699,Research and Dissertation,22019,TBA,T. Tweed,2024-01-16
HIST 98699,Research and Dissertation,22020,TBA,J. Van Engen,2024-01-16
HIST 98699,Research and Dissertation,27172,TBA,R. McKenna,2024-01-16
HIST 98700,Nonresident Dissertation Research,20371,TBA,T. Beatty,2024-01-16
HIST 98700,Nonresident Dissertation Research,21397,TBA,G. Bederman,2024-01-16
HIST 98700,Nonresident Dissertation Research,21398,TBA,A. Beihammer,2024-01-16
HIST 98700,Nonresident Dissertation Research,21399,TBA,T. Burman,2024-01-16
HIST 98700,Nonresident Dissertation Research,21400,TBA,TBD,2024-01-16
HIST 98700,Nonresident Dissertation Research,21401,TBA,J. Coleman,2024-01-16
HIST 98700,Nonresident Dissertation Research,21402,TBA,K. Cummings,2024-01-16
HIST 98700,Nonresident Dissertation Research,21403,TBA,J. Deak,2024-01-16
HIST 98700,Nonresident Dissertation Research,21404,TBA,D. Dochuk,2024-01-16
HIST 98700,Nonresident Dissertation Research,21405,TBA,F. Fernandez-Armesto,2024-01-16
HIST 98700,Nonresident Dissertation Research,21406,TBA,K. Graubart,2024-01-16
HIST 98700,Nonresident Dissertation Research,21407,TBA,B. Gregory,2024-01-16
HIST 98700,Nonresident Dissertation Research,21408,TBA,P. Griffin,2024-01-16
HIST 98700,Nonresident Dissertation Research,21409,TBA,C. Hamlin,2024-01-16
HIST 98700,Nonresident Dissertation Research,21410,TBA,D. Hobbins,2024-01-16
HIST 98700,Nonresident Dissertation Research,21411,TBA,A. Kaufman,2024-01-16
HIST 98700,Nonresident Dissertation Research,21412,TBA,E. Koll,2024-01-16
HIST 98700,Nonresident Dissertation Research,21413,TBA,T. Kselman,2024-01-16
HIST 98700,Nonresident Dissertation Research,21414,TBA,S. Lyandres,2024-01-16
HIST 98700,Nonresident Dissertation Research,21415,TBA,A. Martin,2024-01-16
HIST 98700,Nonresident Dissertation Research,21416,TBA,J. McGreevy,2024-01-16
HIST 98700,Nonresident Dissertation Research,21417,TBA,M. Meserve,2024-01-16
HIST 98700,Nonresident Dissertation Research,21418,TBA,F. Miscamble,2024-01-16
HIST 98700,Nonresident Dissertation Research,21419,TBA,E. Moosa,2024-01-16
HIST 98700,Nonresident Dissertation Research,21420,TBA,T. Noble,2024-01-16
HIST 98700,Nonresident Dissertation Research,21421,TBA,M. Noll,2024-01-16
HIST 98700,Nonresident Dissertation Research,21422,TBA,J. Pensado,2024-01-16
HIST 98700,Nonresident Dissertation Research,21423,TBA,L. Przybyszewski,2024-01-16
HIST 98700,Nonresident Dissertation Research,21424,TBA,R. Rapple,2024-01-16
HIST 98700,Nonresident Dissertation Research,21425,TBA,J. Smyth,2024-01-16
HIST 98700,Nonresident Dissertation Research,21426,TBA,R. Sullivan,2024-01-16
HIST 98700,Nonresident Dissertation Research,21427,TBA,D. Tor,2024-01-16
HIST 98700,Nonresident Dissertation Research,22021,TBA,J. Turner,2024-01-16
HIST 98700,Nonresident Dissertation Research,22022,TBA,T. Tweed,2024-01-16
HIST 98700,Nonresident Dissertation Research,22023,TBA,J. Van Engen,2024-01-16
HIST 98700,Nonresident Dissertation Research,33286,TBA,P. Ocobock,2024-01-16
HPS 78599,Thesis Direction,21018,TBA,R. Goulding,2024-01-16
HPS 78600,Nonresident Thesis Research,20333,TBA,R. Goulding,2024-01-16
HPS 80146,Elements of Reasoning in Neoplatonism: metaphysics and nature,32395,TTh 9:30-10:45a,D. Robichaud,2024-01-16
HPS 80643,"Race and Racism in Science, Technology, and Medicine",33289,TTh 9:30-10:45a,I. Kola,2024-01-16
HPS 83100,Colloquium,20983,F 12:50-1:40p,N. Teh,2024-01-16
HPS 83608,Historical Epistemology,32547,MW 9:30-10:45a,T. Stapleford,2024-01-16
HPS 90798,Postcolonial Anthropocene,32998,W 3:30-6:20p,R. Scranton,2024-01-16
HPS 93238,"Avicenna, Averros, and Aquinas on the Intellect",32405,T 3:30-6:15p,T. Cory,2024-01-16
HPS 93705,Metaphilosophy: From Thought Experiments to Experimental Philosophy,32407,T 9:30a-12:15p,B. Montero,2024-01-16
HPS 93806,Advanced General Philosophy of Science: The Structure of Scientific Theories,32780,W 12:30-3:15p,N. Teh,2024-01-16
HPS 93812,History of Philosophy of Science from the Scientific Revolution to 1900,31808,TTh 11a-12:15p,D. Howard,2024-01-16
HPS 93821,Science and Social Values,31809,TTh 2-3:15p,J. Kourany,2024-01-16
HPS 96697,Directed Readings,20003,TBA,L. Walls,2024-01-16
HPS 96697,Directed Readings,20142,TBA,D. Howard,2024-01-16
HPS 96697,Directed Readings,20145,TBA,H. Rubin,2024-01-16
HPS 96697,Directed Readings,20231,TBA,R. Goulding,2024-01-16
HPS 96697,Directed Readings,20309,TBA,C. Fox,2024-01-16
HPS 96697,Directed Readings,20361,TBA,J. Coleman,2024-01-16
HPS 96697,Directed Readings,20369,TBA,N. Teh,2024-01-16
HPS 96697,Directed Readings,20442,TBA,J. Turner,2024-01-16
HPS 96697,Directed Readings,20449,TBA,M. Crowe,2024-01-16
HPS 96697,Directed Readings,20451,TBA,J. Kourany,2024-01-16
HPS 96697,Directed Readings,20456,TBA,T. Stapleford,2024-01-16
HPS 96697,Directed Readings,20522,TBA,P. Mirowski,2024-01-16
HPS 96697,Directed Readings,20580,TBA,TBD,2024-01-16
HPS 96697,Directed Readings,20602,TBA,K. Kraus,2024-01-16
HPS 96697,Directed Readings,20646,TBA,M. Ashley,2024-01-16
HPS 96697,Directed Readings,20661,TBA,K. Shrader-Frechette,2024-01-16
HPS 96697,Directed Readings,20689,TBA,L. Joy,2024-01-16
HPS 96697,Directed Readings,20767,TBA,E. Ragland,2024-01-16
HPS 96697,Directed Readings,20911,TBA,T. Stapleford,2024-01-16
HPS 96697,Directed Readings,21027,TBA,C. Hamlin,2024-01-16
HPS 96697,Directed Readings,21031,TBA,P. Sloan,2024-01-16
HPS 96697,Directed Readings,22061,TBA,A. Geltzer,2024-01-16
HPS 96697,Directed Readings,22647,TBA,K. Marshall,2024-01-16
HPS 96697,Directed Readings,22648,TBA,F. Bordogna,2024-01-16
HPS 96697,Directed Readings,22649,TBA,M. Karnes,2024-01-16
HPS 96697,Directed Readings,22650,TBA,T. Dika,2024-01-16
HPS 96697,Directed Readings,24158,TBA,N. Arner,2024-01-16
HPS 98699,Research and Dissertation,20094,TBA,R. Goulding,2024-01-16
HPS 98700,Nonresident Dissertation Research,20994,TBA,R. Goulding,2024-01-16
IBMS 93601,Rotation Research,23256,TBA,J. Schorey,2024-01-16
IBMS 93602,Seminar for IBMS Students,23257,TBA,J. Schorey,2024-01-16
IBMS 96697,Directed Readings,25011,TBA,J. Schorey,2024-01-16
IBMS 98698,Research and Dissertation,22936,TBA,J. Schorey,2024-01-16
IDS 20500,Intro to International Development Studies,24049,MW 11a-12:15p,L. Iyer,2024-01-16
IDS 20500,Intro to International Development Studies,24668,MW 11a-12:15p,L. Iyer,2024-01-16
IDS 30422,Modern India and Pakistan,28680,TTh 12:30-1:45p,N. Shivram,2024-01-16
IDS 30424,Blueprint for Modernity: A Global History,32500,TTh 2-3:15p,T. Beatty,2024-01-16
IDS 30548,Global Environmental Politics,32501,MW 2-3:15p,W. Kakenmaster,2024-01-16
IDS 30552,Social Entrepreneurship and Innovation,26811,TTh 11a-12:15p,M. Paulsen,2024-01-16
IDS 30554,"Comparative Ethics for Humanitarian, Development, and Peacebuilding Professionals",28362,MW 9:30-10:45a,H. Culbertson,2024-01-16
IDS 30559,Environmental Economics,28366,TTh 12:30-1:45p,S. Meng,2024-01-16
IDS 30559,Environmental Economics,28367,TTh 12:30-1:45p,S. Meng,2024-01-16
IDS 30831,Simulating Politics and Global Affairs,32504,MW 2-3:15p,T. Mustillo,2024-01-16
IDS 30838,Global Environmental Issues & Policy,28355,TTh 11a-12:15p,E. Adams,2024-01-16
IDS 30840,International Conservation and Development Politics,32505,TTh 12:30-1:45p,D. Miller,2024-01-16
IDS 30841,Democracy in Modern South Asia,32503,MW 3:30-4:45p,S. Ostermann,2024-01-16
IDS 40460,"China, Development & the Global South",32618,M 3:30-6:15p,J. Eisenman,2024-01-16
IDS 40461,Global Water Pol & Governance,32613,TTh 2-3:15p,E. Adams,2024-01-16
IDS 40832,"Gender, Sexuality, and Development",32612,MW 9:30-10:45a,J. Kowalski,2024-01-16
IDS 40834,"Marketing of Social Initiatives, Causes and Ventures",26810,TTh 3:30-4:45p,M. Morris,2024-01-16
IIPS 20101,Introduction to Peace Studies,23319,MW 9:30-10:45a,L. Nathan,2024-01-16
IIPS 20101,Introduction to Peace Studies,23320,MW 2-3:15p,A. Omer,2024-01-16
IIPS 20501,International Relations,21063,MW 9:25-10:15a,J. Sierra,2024-01-16
IIPS 20511,God and Slavery in the Americas,29234,TTh 9:30-10:45a,D. Lantigua,2024-01-16
IIPS 20701,"Rich, Poor, and War",28672,TTh 2-3:15p,T. Whitmore,2024-01-16
IIPS 20701,"Rich, Poor, and War",28673,TTh 3:30-4:45p,T. Whitmore,2024-01-16
IIPS 20729,The Askesis of Nonviolence,23574,MW 12:30-1:45p,M. Pfeil,2024-01-16
IIPS 30205,"Race Locales: Race, Space, and Place in America",28316,TTh 2-3:15p,G. Purifoye,2024-01-16
IIPS 30314,Economics of Immigration,25859,MW 2-3:15p,E. Dziadula,2024-01-16
IIPS 30316,Black Political Thought,29093,MW 9:30-10:45a,B. Forjwuor,2024-01-16
IIPS 30327,Introduction to International Human Rights,27012,MW 9:30-10:45a,Z. Buzas,2024-01-16
IIPS 30328,"American Hate: White Radicalism, Religion, and Domestic Terror in Contemporary America",28317,TTh 11a-12:15p,J. Springs,2024-01-16
IIPS 30329,American Slavery,29198,TTh 11a-12:15p,Z. Sell,2024-01-16
IIPS 30330,Deep Dive Into Diplomacy,29239,TTh 9:30-10:45a,C. Sedmak,2024-01-16
IIPS 30430,"Race, Ethnicity, and American Politics",32342,TTh 2-3:15p,D. Pinderhughes,2024-01-16
IIPS 30434,Engaging World Religions: An Introduction to Religion and Global Affairs,32506,MW 2-3:15p,M. Mirza,2024-01-16
IIPS 30442,Mobilizing Memory: The Politics of Memory in Modern Europe,29237,TTh 12:30-1:45p,A. Lewis,2024-01-16
IIPS 30444,Global Environmental Issues and Policy,29241,TTh 11a-12:15p,E. Adams,2024-01-16
IIPS 30445,Dancing in the Street: Music and Social Change in the USA,29242,TTh 3:30-4:45p,D. Graff,2024-01-16
IIPS 30582,"Abraham Lincoln, Slavery, and the Civil War",29240,TTh 2-3:15p,J. Lundberg,2024-01-16
IIPS 30736,"Memory, History and Violence in the Middle East",32502,TTh 2-3:15p,A. Kaufman,2024-01-16
IIPS 30924,Social Entrepreneurship and Innovation,26428,TTh 11a-12:15p,M. Paulsen,2024-01-16
IIPS 33101,Perspectives on Peacebuilding,23981,MW 12:30-1:45p,R. Omar,2024-01-16
IIPS 33703,Everyday Justice,32951,TTh 11a-12:15p,H. Khan,2024-01-16
IIPS 36000,Directed Readings,24048,TBA,TBD,2024-01-16
IIPS 40301,Digital Peacebuilding and Peacetech,31819,W 12:30-3:15p,L. Schirch,2024-01-16
IIPS 40409,"Peace, Ecology, and Integral Human Development",31820,TTh 9:30-10:45a,E. Katongole,2024-01-16
IIPS 40413,Consulting and Development,32672,T 5:30-6:45p; Th 6-9p,M. Morris,2024-01-16
IIPS 40416,The Israeli-Palestinian Conflict through Films,32737,MW 9:30-10:45a,A. Omer,2024-01-16
IIPS 40419,"Marketing of Social Initiatives, Causes, and Ventures",26468,TTh 3:30-4:45p,M. Morris,2024-01-16
IIPS 40519,Social Movements for Health and Disability Justice,29236,MW 2-3:15p,D. Moss,2024-01-16
IIPS 40609,Modern Islamic Thought: Re-Making Tradition in Modernity,29096,MW 9:30-10:45a,E. Moosa,2024-01-16
IIPS 40719,Catholic Social Teaching,27013,MW 2-3:15p,M. Pfeil,2024-01-16
IIPS 40807,"Social Movements, Conflict and Peacebuilding",31823,MW 11a-12:15p,A. Mische,2024-01-16
IIPS 40921,Prisons and Policing in the United States,31735,TTh 3:30-4:45p,P. Butler,2024-01-16
IIPS 43101,Peace Studies Senior Seminar,20230,TTh 11a-12:15p,M. Hayat,2024-01-16
IIPS 43101,Peace Studies Senior Seminar,31824,TTh 2-3:15p,J. Springs,2024-01-16
IIPS 43507,Resisting Change,32659,TTh 12:30-1:45p,R. McVeigh,2024-01-16
IIPS 45000,Peace Studies Internship,24711,TBA,TBD,2024-01-16
IIPS 46000,Directed Readings,24622,TBA,TBD,2024-01-16
IIPS 47000,Peace Research Lab,23192,TBA,TBD,2024-01-16
IIPS 48000,Directed Research,23766,TBA,TBD,2024-01-16
IIPS 50604,"Islam, Nonviolence, and Peacebuilding",31825,MW 3:30-4:45p,R. Omar,2024-01-16
IIPS 50705,Feminist and Multicultural Theologies,32507,TTh 11a-12:15p,M. Hilkert,2024-01-16
IIPS 50800,Trauma and Peacebuilding,26795,M 5-7:45p,S. St. Ville,2024-01-16
IIPS 60311,Trauma and Peacebuilding,26951,M 5-7:45p,S. St. Ville,2024-01-16
IIPS 60412,"Social Movements, Conflict and Peace",31832,MW 11a-12:15p,A. Mische,2024-01-16
IIPS 70211,Feminist and Multicultural Theologies,32657,TTh 11a-12:15p,M. Hilkert,2024-01-16
IIPS 70220,Digital Peacebuilding and Peacetech,31827,W 12:30-3:15p,L. Schirch,2024-01-16
IIPS 70221,Islam and the Abrahamic Religions,32658,TTh 12:30-1:45p,M. Sirry,2024-01-16
IIPS 78102,Nonresident Thesis Completion,30055,TBA,C. Sedmak,2024-01-16
IIPS 80200,Peace Research Methods,22897,W 3:30-6:15p,E. Verdeja,2024-01-16
IIPS 80218,"Gender, Sexuality, and Development",32739,MW 9:30-10:45a,J. Kowalski,2024-01-16
IIPS 80220,The Israeli-Palestinian Conflict through Films,32744,MW 9:30-10:45a,A. Omer,2024-01-16
IIPS 80234,Racism as a Social Problem,28322,Th 4-6:45p,G. Purifoye,2024-01-16
IIPS 80236,"Criminal Governance, Democracy, and Policies",32805,Th 3:30-6:15p,A. Cordova,2024-01-16
IIPS 86100,Directed Readings,22495,TBA,TBD,2024-01-16
IIPS 93100,Dissertation Writers Seminar,23575,TBA,A. Kaufman,2024-01-16
IIPS 93101,Non-Resident Dissertation Writers Seminar,25791,TBA,A. Kaufman,2024-01-16
IIPS 93200,Peace Research Educational Seminar (PRES),25808,F 12-1:30p,C. Hughes,2024-02-02
IIPS 97100,Candidacy Reading and Exam Preparation,22755,TBA,C. Hughes,2024-01-16
IIPS 98100,Research and Dissertation,22458,TBA,L. Miller-Graff,2024-01-16
IIPS 98100,Research and Dissertation,22488,TBA,A. Mische,2024-01-16
IIPS 98100,Research and Dissertation,22496,TBA,TBD,2024-01-16
IIPS 98100,Research and Dissertation,22497,TBA,J. Deak,2024-01-16
IIPS 98100,Research and Dissertation,22626,TBA,K. Beyerlein,2024-01-16
IIPS 98100,Research and Dissertation,22898,TBA,E. Katongole,2024-01-16
IIPS 98100,Research and Dissertation,23088,TBA,E. Moosa,2024-01-16
IIPS 98100,Research and Dissertation,23089,TBA,D. Narvaez,2024-01-16
IIPS 98100,Research and Dissertation,23529,TBA,G. Trejo,2024-01-16
IIPS 98100,Research and Dissertation,23530,TBA,TBD,2024-01-16
IIPS 98100,Research and Dissertation,23531,TBA,A. Omer,2024-01-16
IIPS 98100,Research and Dissertation,23532,TBA,E. Verdeja,2024-01-16
IIPS 98100,Research and Dissertation,23533,TBA,TBD,2024-01-16
IIPS 98100,Research and Dissertation,26793,TBA,A. Kaufman,2024-01-16
IIPS 98100,Research and Dissertation,26794,TBA,C. Bolten,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,22459,TBA,K. Beyerlein,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23321,TBA,A. Mische,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23322,TBA,D. Narvaez,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23323,TBA,J. Deak,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23324,TBA,E. Katongole,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23325,TBA,E. Moosa,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23326,TBA,L. Miller-Graff,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23327,TBA,TBD,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23534,TBA,A. Omer,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23535,TBA,G. Trejo,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23536,TBA,E. Verdeja,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23537,TBA,TBD,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,23538,TBA,TBD,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,26791,TBA,A. Kaufman,2024-01-16
IIPS 98101,Non-Resident Dissertation Research,26792,TBA,C. Bolten,2024-01-16
ILS 10012,"Regional dances of Mexico, Ballet Folklorico, Level One",27255,TTh 2-3:15p,L. Fraga,2024-01-16
ILS 10015,Mariachi Ensemble II,28890,W 3:30-5p,A. Chavez,2024-01-16
ILS 20303,Latinx Poetry Now,26479,MW 9:30-10:45a,F. Aragon,2024-01-16
ILS 20303,Latinx Poetry Now,28893,MW 9:30-10:45a,F. Aragon,2024-01-16
ILS 20305,Reading to Create: A Writing Course,26770,W 3:30-6p,F. Aragon,2024-01-16
ILS 20701,Introduction to Latino Studies,23036,MW 12:30-1:45p,A. Chavez,2024-01-16
ILS 20701,Introduction to Latino Studies,28894,MW 12:30-1:45p,A. Chavez,2024-01-16
ILS 20701,Introduction to Latino Studies,29435,MW 12:30-1:45p,A. Chavez,2024-01-16
ILS 20812,God & Slavery in the Americas,28591,TTh 9:30-10:45a,D. Lantigua,2024-01-16
ILS 20901,La telenovela: history-culture-production,26755,TTh 9:30-10:45a,E. Mangione-Lora,2024-01-16
ILS 30006,Race &American Popular Culture,31345,TTh 12:30-1:45p,J. Ruiz,2024-01-16
ILS 30010,Borderlands Art and Theory,31433,MW 9:30-10:45a,T. Reinoza,2024-01-16
ILS 30013,Cinema and Migration,33351,TTh 9:30-10:45a,O. Morel,2024-01-16
ILS 30027,The Ideas that Made America ,27882,TTh 3:30-4:45p,P. Cajka,2024-01-16
ILS 30029,Multiculturalism in American Literature,32628,MW 9:30-10:45a,E. Cheuk,2024-01-16
ILS 30145,Immigrant America,31343,MW 2-3:15p,J. Huynh,2024-01-16
ILS 30202,Economics of Immigration,25728,MW 2-3:15p,E. Dziadula,2024-01-16
ILS 30401,Modern Mexican History: Art and Revolution,31797,TTh 11a-12:15p,J. Pensado,2024-01-16
ILS 30408,Latino Chicago,31796,MW 9:30-10:45a,E. Aguilar,2024-01-16
ILS 30413,American Slavery,29082,TTh 11a-12:15p,Z. Sell,2024-01-16
ILS 30413,American Slavery,31835,TBA,TBD,2024-01-16
ILS 30416,Prisons and Policing in the US,33347,TTh 3:30-4:45p,P. Butler,2024-01-16
ILS 30501,Politics of Inequality in America,31756,MW 11a-12:15p,R. Ramirez,2024-01-16
ILS 30502,"Dictatorship, Democracy, and War in Latin America",32423,TTh 3:30-4:45p,G. Trejo,2024-01-16
ILS 30507,American Hate: Terror in America,29562,TTh 11a-12:15p,J. Springs,2024-01-16
ILS 30535,Race/Ethnicity in American Politics,32207,TTh 2-3:15p,D. Pinderhughes,2024-01-16
ILS 30902,Introduction to Hispanic Literature and Cultures,28506,MW 9:30-10:45a,J. Venturini Corbellini,2024-01-16
ILS 30902,Introduction to Hispanic Literature and Cultures,28507,MW 11a-12:15p,Z. Ruiz Alvarez,2024-01-16
ILS 30902,Introduction to Hispanic Literature and Cultures,28508,TTh 9:30-10:45a,K. Oswald,2024-01-16
ILS 30902,Introduction to Hispanic Literature and Cultures,28509,MW 2-3:15p,L. Francalanci,2024-01-16
ILS 30912,Modern Latin-American Literature and Culture,28512,MW 2-3:15p,M. Olivera-Williams,2024-01-16
ILS 30912,Modern Latin-American Literature and Culture,28513,TTh 9:30-10:45a,T. Anderson,2024-01-16
ILS 33042,Creating Citizens: History of American Education,28953,MW 9:30-10:45a,C. Collier,2024-01-16
ILS 33042,Creating Citizens: History of American Education,31817,TTh 11a-12:15p,C. Collier,2024-01-16
ILS 33301,Issues of Diversity in Young  Adult Literature,31818,MW 9:30-10:45a,M. Macaluso,2024-01-16
ILS 33704,Race Locales: Race Space Place,28995,TTh 2-3:15p,G. Purifoye,2024-01-16
ILS 33704,Race Locales: Race Space Place,31836,TBA,TBD,2024-01-16
ILS 33800,Cross-Cultural Leadership Program,33320,TBA,K. Richman,2024-01-16
ILS 33805,Racial Justice in America,28998,TBA,S. Shanahan,2024-01-16
ILS 33806,Solidarity and the City,28999,W 6-7:30p,TBD,2024-01-16
ILS 33806,Solidarity and the City,31837,TBA,TBD,2024-01-16
ILS 33807,Organizing Power and Hope,29000,T 6-7:30p,M. Hebbeler,2024-01-16
ILS 33808,Educational Equity - Washington DC Seminar,31838,TBA,TBD,2024-01-16
